,fid,Address,Account Number,Meter Number,Route,Condition,Account_Number,geometry
13758,54,807 DONAHOO RD SE,002189,1830673598,16,,,POINT Z (-85.154678014743 34.1508551094069 0)
13759,55,812 DONAHOO RD SE,002190,1830668790,16,,,POINT Z (-85.1550097712426 34.1508349471621 0)
13760,56,817 DONAHOO RD SE,002191,1482109828,16,,,POINT Z (-85.1549793725495 34.1506645664596 0)
13761,57,825 DONAHOO RD SE,002192,1830673484,16,,,POINT Z (-85.1551796190648 34.1505826279885 0)
13762,58,835 DONAHOO RD SE,002193,1830674844,16,,,POINT Z (-85.1555207418352 34.1503974873961 0)
13763,59,850 DONAHOO RD SE,002194,1471929484,16,,,POINT Z (-85.1561044745578 34.1503246991708 0)
13764,60,863 DONAHOO RD SE,002195,1830674846,16,,,POINT Z (-85.1561970672539 34.1500453392273 0)
13765,61,875 DONAHOO RD SE,002196,1830677503,16,,,POINT Z (-85.1563754712399 34.1499754228649 0)
13766,62,884 DONAHOO RD ,119300,1490660262,16,,,POINT Z (-85.157159495336 34.1500343576738 0)
13767,63,886 DONAHOO RD ,115462,1471043778,16,,,POINT Z (-85.1583715607385 34.1503556596307 0)
13768,64,1152 DONAHOO RD ,116863,1471637278,16,,,POINT Z (-85.1652838296865 34.151324734266 0)
13769,65,11 JOHN INGRAM RD,121671,1830679852,16,,,POINT Z (-85.1688612459003 34.1489289313849 0)
13770,66,20 JOHN INGRAM RD,002197,1830677249,16,,,POINT Z (-85.1689492057506 34.14862542608 0)
13771,67,27 JOHN INGRAM RD,002198,1830672348,16,,,POINT Z (-85.1687536576051 34.1482992939725 0)
13772,68,82 JOHN INGRAM RD,002199,1410238260,16,,,POINT Z (-85.1688930716993 34.1479720352041 0)
13773,69,51 JOHN INGRAM RD,002430,1830668906,16,,,POINT Z (-85.1687624077498 34.1479220729727 0)
13774,70,81 JOHN INGRAM RD,002431,1830668543,16,,,POINT Z (-85.168914959509 34.1471020773577 0)
13775,71,96 JOHN INGRAM RD,002432,1482111574,16,,,POINT Z (-85.169130073586 34.1464934072525 0)
13776,72,165 JOHN INGRAM RD,002434,1830672105,16,,,POINT Z (-85.1685989169041 34.1449456222788 0)
13777,73,174 JOHN INGRAM RD,112090,1450110048,16,,,POINT Z (-85.1686824280773 34.1452522846427 0)
13778,74,191 JOHN INGRAM RD,109115,1105281629,16,,,POINT Z (-85.1686035734827 34.1446968717276 0)
13779,75,201 JOHN INGRAM RD,002435,1830668895,16,,,POINT Z (-85.1685790240645 34.144610058631 0)
13780,76,196 JOHN INGRAM RD,002436,1830672360,16,,,POINT Z (-85.1687346474112 34.1443355072722 0)
13781,77,242 JOHN INGRAM RD,002437,1450542252,16,,,POINT Z (-85.1687386393855 34.1431868017898 0)
13782,78,260 JOHN INGRAM RD,002438,1830674605,16,,,POINT Z (-85.1681869028584 34.14297004008 0)
13783,79,261 JOHN INGRAM RD,120693,1481695524,16,,,POINT Z (-85.1677593643688 34.1430167586794 0)
13784,80,266 JOHN INGRAM RD,102781,1830675338,16,,,POINT Z (-85.1678531274984 34.1429314686671 0)
13785,81,269 JOHN INGRAM RD,002200,1830675400,16,,,POINT Z (-85.1677313798209 34.1430083951723 0)
13786,82,280 JOHN INGRAM RD,002201,1830677511,16,,,POINT Z (-85.167605801231 34.1427861763771 0)
13787,83,306 JOHN INGRAM RD,002203,37397168,16,,,POINT Z (-85.1670714625891 34.1423963938687 0)
13788,84,310 JOHN INGRAM RD,002204,1830675342,16,,,POINT Z (-85.1669900537675 34.1423031100685 0)
13789,85,318 JOHN INGRAM RD,002205,1830677519,16,,,POINT Z (-85.166631544951 34.1421515735718 0)
13790,86,335 JOHN INGRAM RD,100327,1830677892,16,,,POINT Z (-85.1659983002837 34.1421677909521 0)
13791,87,334 JOHN INGRAM RD,002206,1830677508,16,,,POINT Z (-85.1659332045751 34.142040145136 0)
13792,88,0 JOHN INGRAM RD,002207,1830677218,16,,,POINT Z (-85.1662395665625 34.1410101775762 0)
13793,89,426 JOHN INGRAM RD,111283,1430214646,16,,,POINT Z (-85.1662120870274 34.1402423716305 0)
13794,90,436 JOHN INGRAM RD,002208,1830674681,16,,,POINT Z (-85.1661843346941 34.1401317322454 0)
13795,91,435 JOHN INGRAM RD,122181,1830510460,16,,,POINT Z (-85.1660854156997 34.1405585145616 0)
13796,92,441 JOHN INGRAM RD,002209,1830674602,16,,,POINT Z (-85.1660594770022 34.1400336737264 0)
13797,93,550 JOHN INGRAM RD,002210,1470787054,16,,,POINT Z (-85.1659066529589 34.1397442880278 0)
13798,94,1477 OLD ROCKMART RD,002211,1830679238,16,,,POINT Z (-85.1449819801012 34.1567106746373 0)
13799,95,1476 OLD ROCKMART RD,002212,1830678027,16,,,POINT Z (-85.1449569642925 34.1564632407726 0)
13800,96,1485 OLD ROCKMART RD,002213,1830675408,16,,,POINT Z (-85.1448543893554 34.1565143141627 0)
13801,97,1495 OLD ROCKMART RD,002214,1830671146,16,,,POINT Z (-85.1447931009988 34.15637955741 0)
13802,98,2 RAINTREE DR SE,002215,1450083940,16,,,POINT Z (-85.1450369219552 34.1560071936042 0)
13803,99,4 RAINTREE DR SE,002216,1830677825,16,,,POINT Z (-85.1457225228927 34.1558880627324 0)
13804,100,6 RAINTREE DR SE,002217,1830673253,16,,,POINT Z (-85.14594503442 34.1557997905184 0)
13805,101,8 RAINTREE DR SE,002218,1830662994,16,,,POINT Z (-85.1463789014435 34.1557365092107 0)
13806,102,10 RAINTREE DR SE,002219,1470725538,16,,,POINT Z (-85.1469554350903 34.1557924892343 0)
13807,103,12 RAINTREE DR SE,002220,1471351748,16,,,POINT Z (-85.1469947372809 34.1556812637355 0)
13808,104,13 RAINTREE DR SE,002221,1490133192,16,,,POINT Z (-85.1469934865807 34.1556500015575 0)
13809,105,11 RAINTREE DR SE,002222,1830657018,16,,,POINT Z (-85.1468936096885 34.1555557204475 0)
13810,106,9 RAINTREE DR SE,002223,1830677507,16,,,POINT Z (-85.1467744806626 34.1555608106371 0)
13811,107,7 RAINTREE DR SE,002224,1471290298,16,,,POINT Z (-85.1461309103506 34.1556358316903 0)
13812,108,5 RAINTREE DR SE,002225,1830676854,16,,,POINT Z (-85.1461400832796 34.1556363430239 0)
13813,109,3 RAINTREE DR SE,002227,1830658991,16,,,POINT Z (-85.145771013387 34.1557098320316 0)
13814,110,1505 OLD ROCKMART RD,002228,1830665546,16,,,POINT Z (-85.1446534168187 34.1560022569061 0)
13815,111,1 RAINTREE DR SE,002229,1830665425,16,,,POINT Z (-85.144732626653 34.1557930221711 0)
13816,112,1531 OLD ROCKMART RD,002230,1830659754,16,,,POINT Z (-85.1444929392588 34.1553900447694 0)
13817,113,1528 OLD ROCKMART RD,002231,1830665611,16,,,POINT Z (-85.1446199162555 34.1553634601091 0)
13818,114,1544 OLD ROCKMART RD,002233,1830658852,16,,,POINT Z (-85.144452294013 34.1548585968454 0)
13819,115,1545 OLD ROCKMART RD,002232,1830659598,16,,,POINT Z (-85.1443344476576 34.1549222913699 0)
13820,116,1560 OLD ROCKMART RD,002234,1830658661,16,,,POINT Z (-85.1443676799598 34.1545286981339 0)
13821,117,1557 OLD ROCKMART RD,002235,1830658993,16,,,POINT Z (-85.1442452609562 34.1545218065174 0)
13822,118,1572 OLD ROCKMART RD,002236,1830658865,16,,,POINT Z (-85.1443351545091 34.154312716926 0)
13823,119,1569 OLD ROCKMART RD,002237,1830660007,16,,,POINT Z (-85.1441294544717 34.1542071422848 0)
13824,120,1581 OLD ROCKMART RD,002238,1490996994,16,,,POINT Z (-85.1440848898987 34.1539674560517 0)
13825,121,1591 OLD ROCKMART RD,002239,1830675339,16,,,POINT Z (-85.1440362854113 34.1536910591816 0)
13826,122,1588 OLD ROCKMART RD,002240,1482111480,16,,,POINT Z (-85.1441490361456 34.1536726601039 0)
13827,123,4 ALPINE ST SE,002241,1830666030,16,,,POINT Z (-85.1432217635025 34.153598338243 0)
13828,124,6 ALPINE ST SE,002242,1830676939,16,,,POINT Z (-85.1431415817323 34.1537955656916 0)
13829,125,8 ALPINE ST SE,002243,1830677373,16,,,POINT Z (-85.1430820135999 34.1540178940702 0)
13830,126,10 ALPINE ST SE,002244,1830676940,16,,,POINT Z (-85.143189763882 34.1544180770842 0)
13831,127,12 ALPINE ST SE,002245,1491279898,16,,,POINT Z (-85.1432498349594 34.1547006962912 0)
13832,128,7 ALPINE ST SE,002246,1830679686,16,,,POINT Z (-85.1433982878062 34.1545809427984 0)
13833,129,9 ALPINE ST SE,002247,1830657124,16,,,POINT Z (-85.1433462703473 34.1543839288375 0)
13834,130,3 ALPINE ST SE,002248,1471628362,16,,,POINT Z (-85.1432559873908 34.1540227472437 0)
13835,131,1600 OLD ROCKMART RD,002249,1830655357,16,,,POINT Z (-85.1441220988672 34.153391612567 0)
13836,132,2 ALPINE ST SE,002250,1830670685,16,,,POINT Z (-85.1439259519493 34.1532704016146 0)
13837,133,1610 OLD ROCKMART RD,002251,1830676856,16,,,POINT Z (-85.144297031342 34.1530307211887 0)
13838,134,3 RAINWOOD DR SE,002252,1830674131,16,,,POINT Z (-85.1447553039309 34.1527855490821 0)
13839,135,4 RAINWOOD DR SE,002253,1830674102,16,,,POINT Z (-85.1449447427658 34.1528851173235 0)
13840,136,5 RAINWOOD DR SE,002254,1830676848,16,,,POINT Z (-85.145097349936 34.1527067329625 0)
13841,137,7 RAINWOOD DR SE,002255,1830672794,16,,,POINT Z (-85.1454534134145 34.1526534850797 0)
13842,138,6 RAINWOOD DR SE,002256,1830675068,16,,,POINT Z (-85.1457967887183 34.1527372754315 0)
13843,139,11 RAINWOOD DR SE,002258,1490699912,16,,,POINT Z (-85.1460908069084 34.1525507517291 0)
13844,140,8 RAINWOOD DR SE,002259,1450109432,16,,,POINT Z (-85.1464104468159 34.1526459826741 0)
13845,141,13 RAINWOOD DR SE,002260,1830674093,16,,,POINT Z (-85.1464864089877 34.1524581241469 0)
13846,142,17 RAINWOOD DR SE,002261,1830674108,16,,,POINT Z (-85.1469483222694 34.1523884479546 0)
13847,143,21 RAINWOOD DR SE,002262,1490678134,16,,,POINT Z (-85.1470352623548 34.1528263557298 0)
13848,144,23 RAINWOOD DR SE,002263,1830678771,16,,,POINT Z (-85.1470385067887 34.1530145491027 0)
13849,145,12 RAINWOOD DR SE,002265,1830672042,16,,,POINT Z (-85.1469586444876 34.1532823462857 0)
13850,146,25 RAINWOOD DR SE,002264,1830678547,16,,,POINT Z (-85.1471510158063 34.1534128105405 0)
13851,147,27 RAINWOOD DR SE,002266,1830678564,16,,,POINT Z (-85.147178638636 34.1535848609449 0)
13852,148,16 RAINWOOD DR SE,002267,1830674566,16,,,POINT Z (-85.1470173316785 34.153815975658 0)
13853,149,31 RAINWOOD DR SE,002268,1830677378,16,,,POINT Z (-85.1471134944835 34.154031127855 0)
13854,150,33 RAINWOOD DR SE,002269,1830674608,16,,,POINT Z (-85.1468972999567 34.1542022827536 0)
13855,151,35 RAINWOOD DR SE,002270,1830674753,16,,,POINT Z (-85.1467132581905 34.1542804608079 0)
13856,152,18 RAINWOOD DR SE,002271,1830510476,16,,,POINT Z (-85.1466247583335 34.154173828052 0)
13857,153,19 RAINWOOD DR ,112610,1450124780,16,,,POINT Z (-85.1469391569435 34.1526638661534 0)
13858,154,37 RAINWOOD DR SE,002272,1830595416,16,,,POINT Z (-85.1463527028811 34.1544302359581 0)
13859,155,39 RAINWOOD DR SE,002273,1490431166,16,,,POINT Z (-85.146050282083 34.1544976487276 0)
13860,156,41 RAINWOOD DR SE,002274,1830657654,16,,,POINT Z (-85.1458247892343 34.1544687536226 0)
13861,157,43 RAINWOOD DR SE,002275,1481704342,16,,,POINT Z (-85.1456786636128 34.1542745494357 0)
13862,158,20 RAINWOOD DR SE,002276,1830656903,16,,,POINT Z (-85.1458495174524 34.1541318012031 0)
13863,159,45 RAINWOOD DR SE,002277,1482108112,16,,,POINT Z (-85.1456169818469 34.1540539156493 0)
13864,160,47 RAINWOOD DR SE,002278,1830655167,16,,,POINT Z (-85.1455661911818 34.1537716655762 0)
13865,161,22 RAINWOOD DR SE,002279,1830510044,16,,,POINT Z (-85.1457178348724 34.153710801473 0)
13866,162,24 RAINWOOD DR SE,002280,1830510535,16,,,POINT Z (-85.1456431176091 34.1534342845399 0)
13867,163,49 RAINWOOD DR SE,002281,1830673325,16,,,POINT Z (-85.1454703083729 34.1534739638302 0)
13868,164,26 RAINWOOD DR SE,002284,1830672036,16,,,POINT Z (-85.1455972931177 34.1532726316716 0)
13869,165,51 RAINWOOD DR SE,002282,1830510194,16,,,POINT Z (-85.1454043063209 34.1531877814378 0)
13870,166,1619 OLD ROCKMART RD,002283,1830674097,16,,,POINT Z (-85.1438684215204 34.1530168565064 0)
13871,167,1629 OLD ROCKMART RD,002285,1830589377,16,,,POINT Z (-85.1437819818015 34.1526984822246 0)
13872,168,1641 OLD ROCKMART RD,002286,1830589435,16,,,POINT Z (-85.1436859078246 34.1524156626442 0)
13873,169,1646 OLD ROCKMART RD,002287,1830674797,16,,,POINT Z (-85.1437753408019 34.1522420322941 0)
13874,170,1651 OLD ROCKMART RD,002288,1830510744,16,,,POINT Z (-85.1436325584269 34.1521363515782 0)
13875,171,1656 OLD ROCKMART RD,002289,1830510758,16,,,POINT Z (-85.1437201690464 34.1519370453979 0)
13876,172,1665 OLD ROCKMART RD,002290,1830509720,16,,,POINT Z (-85.1435084917287 34.1517169906415 0)
13877,173,1664 OLD ROCKMART RD,002291,1830510942,16,,,POINT Z (-85.1436150103218 34.1515946070324 0)
13878,174,1690 OLD ROCKMART RD,002292,1830512556,16,,,POINT Z (-85.1436323119681 34.1514366246347 0)
13879,175,1677 OLD ROCKMART RD,002293,1830509997,16,,,POINT Z (-85.1433908506483 34.1513880975949 0)
13880,176,1687 OLD ROCKMART RD,002294,1830510487,16,,,POINT Z (-85.1433485902359 34.1512096234791 0)
13881,177,1690 OLD ROCKMART RD,002295,1830510482,16,,,POINT Z (-85.1434812579471 34.1510239317116 0)
13882,178,1697 OLD ROCKMART RD,002296,1470085584,16,,,POINT Z (-85.1431587411984 34.1508240395876 0)
13883,179,1707 OLD ROCKMART RD,002297,1830508218,16,,,POINT Z (-85.1430757375805 34.1506135929791 0)
13884,180,1710 LOT-B OLD,002298,1830509999,16,,,POINT Z (-85.1432712414259 34.1505385653862 0)
13885,181,1709 OLD ROCKMART RD,002299,1830511389,16,,,POINT Z (-85.1429819452136 34.1503515100883 0)
13886,182,1736 OLD R0CKMART RD,002300,1830511381,16,,,POINT Z (-85.1428744731306 34.149850479029 0)
13887,183,1743 OLD ROCKMART RD,002301,1481638032,16,,,POINT Z (-85.1426479622621 34.1497765406368 0)
13888,184,1784 OLD ROCKMART RD,002303,1830513440,16,,,POINT Z (-85.1422630711642 34.1489811622306 0)
13889,185,1784 OLD ROCKMART RD,002304,1481691628,16,,,POINT Z (-85.1420143687008 34.1486825365209 0)
13890,186,5205 ROCKMART HWY ,107550,1830514562,16,,,POINT Z (-85.1413600217796 34.1470113901921 0)
13891,187,5229 ROCKMART RD SE,002305,1830515512,16,,,POINT Z (-85.1412052664369 34.1457828860273 0)
13892,188,5229 ROCKMART RD ,119068,1491142102,16,,,POINT Z (-85.1413103568871 34.1464228789841 0)
13893,189,5394 ROCKMART RD SE,121535,1482127538,16,,,POINT Z (-85.141318749149 34.141679235423 0)
13894,190,5406 ROCKMART RD SE,002306,1482110498,16,,,POINT Z (-85.14129579778 34.1410802125593 0)
13895,191,5462 ROCKMART RD SE,002308,1830513341,16,,,POINT Z (-85.1412054855896 34.1396620474396 0)
13896,192,5486 ROCKMART RD SE,002309,1830510099,16,,,POINT Z (-85.1411727263194 34.1387977976856 0)
13897,193,5520 ROCKMART RD SE,002310,1482108314,16,,,POINT Z (-85.1410835095814 34.1376360550168 0)
13898,194,5584 ROCKMART RD SE,002311,1830511602,16,,,POINT Z (-85.1410020778017 34.1361610895516 0)
13899,195,0 CENTER RD SE,002312,1830511611,16,,,POINT Z (-85.1409009336697 34.135563731457 0)
13900,196,28 CENTER RD SE,002313,1481496672,16,,,POINT Z (-85.1417421989942 34.1356998470876 0)
13901,197,52 CENTER RD SE,002314,1470216412,16,,,POINT Z (-85.1422210508857 34.1357369146068 0)
13902,198,86 CENTER RD ,122159,1832233506,16,,,POINT Z (-85.1433699997747 34.1357406348464 0)
13903,199,0 CENTER RD SE,002315,1830671191,16,,,POINT Z (-85.1446157999627 34.1358049425307 0)
13904,200,156 CENTER RD SE,002316,1830677882,16,,,POINT Z (-85.1459724906793 34.1360320029698 0)
13905,201,164 CENTER RD SE,002317,1830674750,16,,,POINT Z (-85.1460137345636 34.1360077474345 0)
13906,202,195 CENTER RD SE,002318,1830677380,16,,,POINT Z (-85.1468976197844 34.1358399408319 0)
13907,203,200 CENTER RD SE,002319,1830665436,16,,,POINT Z (-85.1477482792372 34.1360055782929 0)
13908,204,221 CENTER RD SE,002320,1830677330,16,,,POINT Z (-85.147968351101 34.1358885307102 0)
13909,205,236 CENTER RD SE,002321,1830677900,16,,,POINT Z (-85.1486687567512 34.1360752522685 0)
13910,206,268 CENTER RD ,116568,1471078352,16,,,POINT Z (-85.1493783906959 34.1361270896802 0)
13911,207,237 CENTER RD SE,002322,1830678013,16,,,POINT Z (-85.1486779730496 34.1359417633648 0)
13912,208,251 CENTER RD ,100468,1830510877,16,,,POINT Z (-85.1489847880454 34.1359778064128 0)
13913,209,271 CENTER RD SE,105675,1830515519,16,,,POINT Z (-85.1496433690603 34.1360209489254 0)
13914,210,299 CENTER RD SE,002323,1830665514,16,,,POINT Z (-85.1507662419034 34.1364416573427 0)
13915,211,338 CENTER RD SE,002324,1831078589,16,,,POINT Z (-85.1505316037239 34.1370582012572 0)
13916,212,339 CENTER RD SE,002325,1830510793,16,,,POINT Z (-85.1506703881917 34.1374570920658 0)
13917,213,346 CENTER RD SE,002326,1830510681,16,,,POINT Z (-85.1506570256828 34.1376044622814 0)
13918,214,351 CENTER RD SE,002327,1830507585,16,,,POINT Z (-85.150829774047 34.1376920661453 0)
13919,215,375 CENTER RD SE,002328,1830510719,16,,,POINT Z (-85.1508228618931 34.1376903426588 0)
13920,216,5626 ROCKMART RD SE,002329,1830677898,16,,,POINT Z (-85.1409366958159 34.1353163324642 0)
13921,217,5664 ROCKMART RD SE,002330,1830663718,16,,,POINT Z (-85.1408723098763 34.1338669066325 0)
13922,218,5712 ROCKMART RD SE,002332,1830675343,16,,,POINT Z (-85.1407876625227 34.1325169866102 0)
13923,219,5740 ROCKMART RD SE,002333,1471935550,16,,,POINT Z (-85.1407176273414 34.1317987404396 0)
13924,220,5756 ROCKMART RD SE,002334,1830678028,16,,,POINT Z (-85.1406873342635 34.1314221629741 0)
13925,221,5766 ROCKMART RD SE,002335,1830510001,16,,,POINT Z (-85.1407187472581 34.1310990254655 0)
13926,222,5780 ROCKMART RD SE,002336,1471485906,16,,,POINT Z (-85.1406869537774 34.1305285030936 0)
13927,223,5790 ROCKMART RD SE,002337,1830505732,16,,,POINT Z (-85.1406731938806 34.1304909512346 0)
13928,224,5796 ROCKMART RD SE,002338,1830513338,16,,,POINT Z (-85.1406469012889 34.130251591496 0)
13929,225,5834 ROCKMART RD SE,002339,1830776018,16,,,POINT Z (-85.140563352591 34.1293313004032 0)
13930,226,5850 ROCKMART RD SE,002340,1830510785,16,,,POINT Z (-85.1405233630875 34.1290229737143 0)
13931,227,5868 ROCKMART RD SE,002341,1830514559,16,,,POINT Z (-85.140506807429 34.1282856417441 0)
13932,228,5876 ROCKMART HWY ,117171,1471938466,16,,,POINT Z (-85.1404753007161 34.1279824850473 0)
13933,229,5888 ROCKMART RD SE,002342,1830509823,16,,,POINT Z (-85.1404354102592 34.1277420009687 0)
13934,230,5900 ROCKMART RD SE,002343,1830511654,16,,,POINT Z (-85.1404703853683 34.1273668342747 0)
13935,231,1355 BETHEL CHURCH RD,002344,1830510274,16,,,POINT Z (-85.1414509771956 34.1266691698965 0)
13936,232,1329 BETHEL CHURCH RD,002345,1830509834,16,,,POINT Z (-85.1420570464079 34.1266845405409 0)
13937,233,1319 BETHEL CHURCH RD,002346,1830509892,16,,,POINT Z (-85.1425986264235 34.1266799957359 0)
13938,234,1315 BETHEL CHURCH RD,002347,1831303558,16,,,POINT Z (-85.1427122533942 34.1266970785192 0)
13939,235,1305 BETHEL CHURCH RD,002348,1830510136,16,,,POINT Z (-85.1429138857085 34.1266931279059 0)
13940,236,1289 BETHEL CHURCH RD,002349,1830510413,16,,,POINT Z (-85.1434262347616 34.1267087499197 0)
13941,237,1289 BETHEL CHURCH RD,002350,1830509972,16,,,POINT Z (-85.1434298294845 34.1267081405874 0)
13942,238,1277 BETHEL CHURCH RD,002351,1830510283,16,,,POINT Z (-85.1438497702321 34.1267434525624 0)
13943,239,1231 BETHEL CHURCH RD,002356,1830511391,16,,,POINT Z (-85.1452917331493 34.1267256540356 0)
13944,240,1201 BETHEL CHURCH RD,108909,1105127269,16,,,POINT Z (-85.1467632479605 34.1267534145775 0)
13945,241,1187 BETHEL CHURCH RD,002357,1830677516,16,,,POINT Z (-85.1469460083544 34.1267505720388 0)
13946,242,1169 BETHEL CHURCH RD,002358,1490544672,16,,,POINT Z (-85.1474467823929 34.1267199550828 0)
13947,243,1164 BETHEL CHURCH RD,103119,1830669146,16,,,POINT Z (-85.1476278768942 34.1266071881759 0)
13948,244,1145 BETHEL CHURCH RD,002359,1830511830,16,,,POINT Z (-85.1479881875446 34.1267478930914 0)
13949,245,1062 BETHEL CHURCH RD,002360,1830499123,16,,,POINT Z (-85.1513182229181 34.1261262701396 0)
13950,246,1026 BETHEL CHURCH RD,002361,1830659004,16,,,POINT Z (-85.1520947201393 34.1259832991904 0)
13951,247,980 BETHEL CHURCH RD,002362,1830659014,16,,,POINT Z (-85.1531743204196 34.1257963896655 0)
13952,248,952 BETHEL CHURCH RD,002363,1830679658,16,,,POINT Z (-85.1545466538667 34.1255385198914 0)
13953,249,912 BETHEL CHURCH RD,002364,1482111184,16,,,POINT Z (-85.155891590171 34.1252506096321 0)
13954,250,887 BETHEL CHURCH RD,002365,1830672470,16,,,POINT Z (-85.1566522883594 34.125239761391 0)
13955,251,877 BETHEL CHURCH RD,002366,1830659024,16,,,POINT Z (-85.1569405990004 34.125166307012 0)
13956,252,867 BETHEL CHURCH RD,002367,1830673619,16,,,POINT Z (-85.1572500531787 34.1250694041447 0)
13957,253,859 BETHEL CHURCH RD,002368,1830511685,16,,,POINT Z (-85.1575480497146 34.1249459670246 0)
13958,254,839 BETHEL CHURCH RD,002369,1830510234,16,,,POINT Z (-85.1580451658084 34.1246923514116 0)
13959,255,827 BETHEL CHURCH RD,002370,1830509775,16,,,POINT Z (-85.1583684030082 34.1244898247654 0)
13960,256,817 BETHEL CHURCH RD,002371,1830511104,16,,,POINT Z (-85.1586009769649 34.1243672956121 0)
13961,257,807 BETHEL CHURCH RD,002372,1830589388,16,,,POINT Z (-85.1589377735683 34.1241967597018 0)
13962,258,799 BETHEL CHURCH RD,002373,1830510143,16,,,POINT Z (-85.1591379970276 34.1240898828873 0)
13963,259,810 BETHEL CHURCH RD,002374,1830510796,16,,,POINT Z (-85.1590257569591 34.1239777010986 0)
13964,260,725 BETHEL CHURCH RD,120498,1481626248,16,,,POINT Z (-85.1614287436432 34.1233114672271 0)
13965,261,699 BETHEL CHURCH RD,002375,1830510101,16,,,POINT Z (-85.1623387139319 34.1232096761388 0)
13966,262,663 BETHEL CHURCH RD,120510,1481678246,16,,,POINT Z (-85.1634656873214 34.1231976811949 0)
13967,263,7 JAKE WHORTON RD,104924,1830502914,16,,,POINT Z (-85.1648333450551 34.1230979491252 0)
13968,264,41 JAKE WHORTON RD,002376,1830510630,16,,,POINT Z (-85.1660162073179 34.122194993922 0)
13969,265,50 JAKE WHORTON RD,002377,1830675407,16,,,POINT Z (-85.166429780783 34.1219983687638 0)
13970,266,194 JAKE WHORTON RD,002378,1830509929,16,,,POINT Z (-85.1689724506171 34.1186197409077 0)
13971,267,152 JAKE WHORTON RD,102444,1830511355,16,,,POINT Z (-85.1683738578304 34.1198041098107 0)
13972,268,268 JAKE WHORTON RD,113634,1470402606,16,,,POINT Z (-85.1687981681329 34.1169049621057 0)
13973,269,340 JAKE WHORTON RD,002379,1830514158,16,,,POINT Z (-85.169784143163 34.1157118715483 0)
13974,270,319 JAKE WHORTON RD,002380,1471357296,16,,,POINT Z (-85.169938423418 34.1152946691104 0)
13975,271,354 JAKE WHORTON RD,002381,1830511705,16,,,POINT Z (-85.1706297441663 34.1147975874436 0)
13976,272,358 JAKE WHORTON RD,002382,1830513336,16,,,POINT Z (-85.1709143589755 34.1145333580874 0)
13977,273,372 JAKE WHORTON RD,002383,1830509694,16,,,POINT Z (-85.170910859726 34.1145251276384 0)
13978,274,392 JAKE WHORTON RD,002384,1830511527,16,,,POINT Z (-85.1712523965544 34.1141319498225 0)
13979,275,515 BURKHALTER RD SE,002385,1830509639,16,,,POINT Z (-85.1727564581327 34.1125245759224 0)
13980,276,751 BURKHALTER RD ,101647,1830659484,16,,,POINT Z (-85.1727844571183 34.1122156629533 0)
13981,277,0 BURKHALTER RD ,101660,1830509620,16,,,POINT Z (-85.1727848461624 34.1122143913772 0)
13982,278,622 BURKHALTER RD ,101524,1830509843,16,,,POINT Z (-85.1727842763611 34.1122140213599 0)
13983,279,709 JAKE WHORTON RD,002389,1830511376,16,,,POINT Z (-85.1773813948507 34.1072670170542 0)
13984,280,805 JAKE WHORTON RD,002390,1830509829,16,,,POINT Z (-85.175803947422 34.1052723078513 0)
13985,281,832 JAKE WHORTON RD,103547,1830510802,16,,,POINT Z (-85.1750158027703 34.1044483404885 0)
13986,282,833 JAKE WHORTON RD,111819,1450066096,16,,,POINT Z (-85.1748186478494 34.1041848999675 0)
13987,283,857 JAKE WHORTON RD,002391,1830510096,16,,,POINT Z (-85.1748689589577 34.1038134334533 0)
13988,284,901 JAKE WHORTON RD,104643,1830510986,16,,,POINT Z (-85.1749776120878 34.1031247409811 0)
13989,285,911 JAKE WHORTON RD,007165,1830504668,16,,,POINT Z (-85.1749340136718 34.1030772700681 0)
13990,286,929 JAKE WHORTON RD,007166,1830511332,16,,,POINT Z (-85.1754839274763 34.1023751722788 0)
13991,287,971 JAKE WHORTON RD,002392,1830509578,16,,,POINT Z (-85.1767762657956 34.1012726792731 0)
13992,288,1095 JAKE WHORTON RD,002393,1830511010,16,,,POINT Z (-85.1798083425237 34.099705511712 0)
13993,289,1156 JAKE WHORTON RD,002394,1830504495,16,,,POINT Z (-85.1818049913554 34.0987793527261 0)
13994,290,588 BETHEL CHURCH RD,002395,1830510689,16,,,POINT Z (-85.1658849663093 34.1231037230611 0)
13995,291,576 BETHEL CHURCH RD,002396,1482111358,16,,,POINT Z (-85.1663016580995 34.1230887308875 0)
13996,292,570 BETHEL CHURCH RD,002397,1830510740,16,,,POINT Z (-85.1664770162761 34.1231090632105 0)
13997,293,534 BETHEL CHURCH RD,002398,1830510484,16,,,POINT Z (-85.1672522057084 34.1239256370618 0)
13998,294,505 BETHEL CHURCH RD,002399,1830502887,16,,,POINT Z (-85.1672133553461 34.1248816575155 0)
13999,295,514 BETHEL CHURCH RD,002400,1471933594,16,,,POINT Z (-85.1672627098534 34.1243954081937 0)
14000,296,420 BETHEL CHURCH RD,116039,1471405732,16,,,POINT Z (-85.169617323911 34.1252345483472 0)
14001,297,396 BETHEL CHURCH RD,119267,1491141330,16,,,POINT Z (-85.1704915282225 34.1252731656797 0)
14002,298,393 BETHEL CHURCH RD,002402,1830509778,16,,,POINT Z (-85.1704566824748 34.1253864842178 0)
14003,299,380 BETHEL CHURCH RD,015606,1830509687,16,,,POINT Z (-85.1709956103482 34.1255981066301 0)
